Start Time,End Time,Lifestyle Category,Campaign Id,Campaign Name,Campaign Active Status,Amount Spent,Result,Result Type,Cost Per Result,Cost Per Result Type,Paid Impressions,Paid eCPM,Swipe Ups,eCPSU
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Advocates & Activists,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.98,4830,total_impressions,0.41,TOTAL_CPM,4830,0.41,5,0.4
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Wellness & Healthy Lifestyle,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,9.39,22649,total_impressions,0.41,TOTAL_CPM,22649,0.41,33,0.28
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,New Phone Seekers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,7.79,18563,total_impressions,0.42,TOTAL_CPM,18563,0.42,33,0.24
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Latin Music Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.15,349,total_impressions,0.42,TOTAL_CPM,349,0.42,0,0.0
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Esports Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.04,2503,total_impressions,0.42,TOTAL_CPM,2503,0.42,5,0.21
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Soul & R&b Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.18,425,total_impressions,0.42,TOTAL_CPM,425,0.42,1,0.18
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,World Music Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,8.73,20673,total_impressions,0.42,TOTAL_CPM,20673,0.42,33,0.26
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Cricket Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.91,4416,total_impressions,0.43,TOTAL_CPM,4416,0.43,3,0.64
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Crime & Mystery Genre Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.75,1800,total_impressions,0.41,TOTAL_CPM,1800,0.41,1,0.75
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Indie & Foreign Film Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.44,8209,total_impressions,0.42,TOTAL_CPM,8209,0.42,11,0.31
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Comics & Animation Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.01,4691,total_impressions,0.43,TOTAL_CPM,4691,0.43,4,0.5
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Talent & Competition Show Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.77,1808,total_impressions,0.43,TOTAL_CPM,1808,0.43,5,0.15
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Do-it-yourselfers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.01,2361,total_impressions,0.43,TOTAL_CPM,2361,0.43,4,0.25
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Talk Show Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.73,6539,total_impressions,0.42,TOTAL_CPM,6539,0.42,9,0.3
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Fashion & Style Gurus,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,11.87,28293,total_impressions,0.42,TOTAL_CPM,28293,0.42,47,0.25
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Film & Tv Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,9.7,23168,total_impressions,0.42,TOTAL_CPM,23168,0.42,23,0.42
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Action & Thriller Genre Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.64,6388,total_impressions,0.41,TOTAL_CPM,6388,0.41,10,0.26
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Comedy Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,4.01,9592,total_impressions,0.42,TOTAL_CPM,9592,0.42,9,0.45
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Cordcutters,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.54,1271,total_impressions,0.43,TOTAL_CPM,1271,0.43,0,0.0
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Drama Genre Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.64,6333,total_impressions,0.42,TOTAL_CPM,6333,0.42,2,1.32
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Family Genre Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.36,3261,total_impressions,0.42,TOTAL_CPM,3261,0.42,4,0.34
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Horror Genre Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.38,927,total_impressions,0.41,TOTAL_CPM,927,0.41,3,0.13
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Adventure Seekers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,8.38,19870,total_impressions,0.42,TOTAL_CPM,19870,0.42,30,0.28
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Arts & Culture Mavens,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.67,9051,total_impressions,0.41,TOTAL_CPM,9051,0.41,11,0.33
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Automotive Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,6.78,16181,total_impressions,0.42,TOTAL_CPM,16181,0.42,19,0.36
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Beachgoers & Surfers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,4.8,11354,total_impressions,0.42,TOTAL_CPM,11354,0.42,15,0.32
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Beauty Mavens,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,9.26,22104,total_impressions,0.42,TOTAL_CPM,22104,0.42,42,0.22
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Bookworms & Avid Readers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.71,1657,total_impressions,0.43,TOTAL_CPM,1657,0.43,4,0.18
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Clubbers & Party People,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,4.96,11766,total_impressions,0.42,TOTAL_CPM,11766,0.42,13,0.38
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Collegiates,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.0,0,total_impressions,0.0,TOTAL_CPM,0,0.0,0,0.0
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Movie Theater Goers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,4.53,10697,total_impressions,0.42,TOTAL_CPM,10697,0.42,14,0.32
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Reality Tv Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.28,2993,total_impressions,0.43,TOTAL_CPM,2993,0.43,3,0.43
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Romance & Rom-com Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.26,2986,total_impressions,0.42,TOTAL_CPM,2986,0.42,7,0.18
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Sci-fi & Fantasy Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.54,1268,total_impressions,0.43,TOTAL_CPM,1268,0.43,3,0.18
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Superhero Film Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.69,1626,total_impressions,0.42,TOTAL_CPM,1626,0.42,2,0.34
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Fitness Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,5.81,13912,total_impressions,0.42,TOTAL_CPM,13912,0.42,19,0.31
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Cycling Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,4.58,10951,total_impressions,0.42,TOTAL_CPM,10951,0.42,16,0.29
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Running Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.88,6961,total_impressions,0.41,TOTAL_CPM,6961,0.41,12,0.24
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Yoga Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.53,3611,total_impressions,0.42,TOTAL_CPM,3611,0.42,7,0.22
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Foodies,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,13.28,31742,total_impressions,0.42,TOTAL_CPM,31742,0.42,45,0.3
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Candy & Sweets Lovers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,4.97,11796,total_impressions,0.42,TOTAL_CPM,11796,0.42,23,0.22
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Cooking Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.59,8588,total_impressions,0.42,TOTAL_CPM,8588,0.42,11,0.33
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Fast Food Junkies,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.44,3437,total_impressions,0.42,TOTAL_CPM,3437,0.42,4,0.36
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Vegans & Organic Foodies,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.91,7004,total_impressions,0.42,TOTAL_CPM,7004,0.42,8,0.36
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Gamers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,7.11,16948,total_impressions,0.42,TOTAL_CPM,16948,0.42,28,0.25
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Casual & Mobile Gamers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.86,2022,total_impressions,0.43,TOTAL_CPM,2022,0.43,2,0.43
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Console & Pc Gamers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.9,9213,total_impressions,0.42,TOTAL_CPM,9213,0.42,17,0.23
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Green Living Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.26,7844,total_impressions,0.42,TOTAL_CPM,7844,0.42,15,0.22
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Hipsters & Trendsetters,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.88,4489,total_impressions,0.42,TOTAL_CPM,4489,0.42,9,0.21
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Home Decoristas,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,6.92,16531,total_impressions,0.42,TOTAL_CPM,16531,0.42,25,0.28
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Investors & Entrepreneurs,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.26,7707,total_impressions,0.42,TOTAL_CPM,7707,0.42,12,0.27
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Math & Science Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.22,5293,total_impressions,0.42,TOTAL_CPM,5293,0.42,9,0.25
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Men's Lifestyle,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,8.69,20726,total_impressions,0.42,TOTAL_CPM,20726,0.42,27,0.32
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Sharp-dressed Men,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,6.11,14560,total_impressions,0.42,TOTAL_CPM,14560,0.42,19,0.32
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Music Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,11.36,26964,total_impressions,0.42,TOTAL_CPM,26964,0.42,38,0.3
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Concert & Festival Goers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,5.26,12443,total_impressions,0.42,TOTAL_CPM,12443,0.42,18,0.29
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Country Music Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.16,383,total_impressions,0.41,TOTAL_CPM,383,0.41,1,0.16
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Dance & Electronic Music Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.5,3571,total_impressions,0.42,TOTAL_CPM,3571,0.42,5,0.3
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Indie & Alternative Music Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.37,913,total_impressions,0.41,TOTAL_CPM,913,0.41,2,0.19
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Pop Music Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.4,7909,total_impressions,0.43,TOTAL_CPM,7909,0.43,8,0.43
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Punk & Metal Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.13,309,total_impressions,0.41,TOTAL_CPM,309,0.41,1,0.13
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Rock Music Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.22,530,total_impressions,0.42,TOTAL_CPM,530,0.42,1,0.22
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Hip-hop Music Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.48,3465,total_impressions,0.43,TOTAL_CPM,3465,0.43,5,0.3
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,News Watchers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,12.07,28789,total_impressions,0.42,TOTAL_CPM,28789,0.42,39,0.31
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Business News Watchers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,7.24,17306,total_impressions,0.42,TOTAL_CPM,17306,0.42,22,0.33
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Celebrity News Watchers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,4.36,10362,total_impressions,0.42,TOTAL_CPM,10362,0.42,16,0.27
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Political News Watchers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.58,8725,total_impressions,0.41,TOTAL_CPM,8725,0.41,11,0.33
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Outdoor & Nature Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.23,7879,total_impressions,0.41,TOTAL_CPM,7879,0.41,14,0.23
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Parents & Family-focused,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,4.43,10592,total_impressions,0.42,TOTAL_CPM,10592,0.42,22,0.2
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Pet & Animal Lovers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.17,5171,total_impressions,0.42,TOTAL_CPM,5171,0.42,7,0.31
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Philanthropists,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.42,3415,total_impressions,0.42,TOTAL_CPM,3415,0.42,6,0.24
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Photographers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.85,6817,total_impressions,0.42,TOTAL_CPM,6817,0.42,10,0.28
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Shoppers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,14.43,34517,total_impressions,0.42,TOTAL_CPM,34517,0.42,48,0.3
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Big Box Shoppers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.61,8492,total_impressions,0.43,TOTAL_CPM,8492,0.43,10,0.36
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Department Store Shoppers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.62,8551,total_impressions,0.42,TOTAL_CPM,8551,0.42,9,0.4
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Luxury Shoppers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,7.36,17503,total_impressions,0.42,TOTAL_CPM,17503,0.42,29,0.25
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Online Shoppers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.87,2073,total_impressions,0.42,TOTAL_CPM,2073,0.42,3,0.29
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Toy Shoppers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.2,5312,total_impressions,0.41,TOTAL_CPM,5312,0.41,7,0.31
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Sports Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,8.73,20812,total_impressions,0.42,TOTAL_CPM,20812,0.42,27,0.32
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,College Basketball Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.74,1730,total_impressions,0.43,TOTAL_CPM,1730,0.43,3,0.25
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,American Football Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.5,3507,total_impressions,0.43,TOTAL_CPM,3507,0.43,4,0.38
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Baseball Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.98,6918,total_impressions,0.43,TOTAL_CPM,6918,0.43,7,0.43
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Basketball Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.89,2097,total_impressions,0.43,TOTAL_CPM,2097,0.43,7,0.13
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,College Football Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.34,3140,total_impressions,0.43,TOTAL_CPM,3140,0.43,4,0.33
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Fight & Wrestling Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.73,6419,total_impressions,0.43,TOTAL_CPM,6419,0.43,7,0.39
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Golfers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.16,2716,total_impressions,0.43,TOTAL_CPM,2716,0.43,2,0.58
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Hockey Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.28,2999,total_impressions,0.43,TOTAL_CPM,2999,0.43,2,0.64
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Motor Sports Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,5.0,12128,total_impressions,0.41,TOTAL_CPM,12128,0.41,19,0.26
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Olympics Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.88,2034,total_impressions,0.43,TOTAL_CPM,2034,0.43,3,0.29
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Snow Sport Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.9,2127,total_impressions,0.42,TOTAL_CPM,2127,0.42,4,0.23
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Teen & Young Adult Genre Fans,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.5,1177,total_impressions,0.43,TOTAL_CPM,1177,0.43,3,0.17
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Burger Lovers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,4.46,10645,total_impressions,0.42,TOTAL_CPM,10645,0.42,13,0.34
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Coffee Lovers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.84,9157,total_impressions,0.42,TOTAL_CPM,9157,0.42,12,0.32
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Pizza Lovers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.58,8489,total_impressions,0.42,TOTAL_CPM,8489,0.42,11,0.33
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Shopping Mall Shoppers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,3.0,7088,total_impressions,0.42,TOTAL_CPM,7088,0.42,7,0.43
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Casino Visitors,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.17,414,total_impressions,0.42,TOTAL_CPM,414,0.42,1,0.17
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Theme Park Visitors,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.67,1557,total_impressions,0.43,TOTAL_CPM,1557,0.43,3,0.22
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Soccer Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,6.39,15234,total_impressions,0.42,TOTAL_CPM,15234,0.42,17,0.38
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Sneakerheads,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,4.53,10731,total_impressions,0.42,TOTAL_CPM,10731,0.42,17,0.27
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Street Sport Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.56,6154,total_impressions,0.42,TOTAL_CPM,6154,0.42,12,0.21
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Energy Drink Consumers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,0.23,550,total_impressions,0.42,TOTAL_CPM,550,0.42,0,0.0
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Tennis & Racquet Enthusiasts,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,1.33,3087,total_impressions,0.43,TOTAL_CPM,3087,0.43,3,0.44
2022-05-02 00:00:00 AST,2022-05-03 00:00:00 AST,Soft Drink Consumers,2fa98bb3-35be-4901-a678-e4dc21abd81c,"Eid mubark ",Active,2.88,6859,total_impressions,0.42,TOTAL_CPM,6859,0.42,10,0.29
